Run,Best Value,Best Iteration,Total Accepted Moves,Total Rejected Moves,Total Distance Traveled,Total Deviation from Optimum,Distinct Positions Visited,End-to-End Distance,Average Move Distance,Standard Deviation Objective,Acceptance Rate,Best Solution Improvements,Total Function Value Change,Exploration-Exploitation Ratio,Exact Sequence (Compressed)
479,329738.0,19,95,6,102.56854249492375,3.3835448E7,46,8.06225774829855,1.0796688683676183,2930.414857312401,0.9405940594059405,11,70446.0,1.147858481106626,"338405P-337850P-338405P-C-339428P-338962P-339428P-C-337850P-C-336829P-336365P-335810P-335348P-334333P-332765P-332309P-C-332309P-C-331857P-332866P-331300P-329738P-330745P-C-331300P-C-332866P-C-333320P-332866P-C-332416P-331857P-C-330293P-331300P-C-330745P-C-331754P-330192P-330650P-331201P-332212P-330650P-C-331661P-332212P-C-331661P-C-333225P-332674P-331661P-C-332125P-333689P-334157P-333610P-C-334157P-C-333689P-C-334706P-334157P-C-334157P-C-333689P-C-332674P-C-331112P-332125P-C-332674P-C-333225P-C-333689P-C-334157P-C-335725P-C-335725P-C-335176P-335650P-C-336197P-336746P-338320P-338873P-337297P-337769P-338320P-C-337850P-C-337850P-C-337384P-338405P-C-338962P-C-339428P-C-338405P-C-339428P-C-341010P-339985P-339428P-C-339428P-C-338873P-C-338873P-C-338405P-C-338962P-C-338405P-C-337850P-C-336829P-C-336365P-C-336365P-C-336365P-C-335810P-C-336829P-C-335257P-335725P-C-335725P-C"
480,176800.0,2,97,4,106.81118318204302,1.8483635E7,46,1.0,1.1011462183715777,2146.7413450869244,0.9603960396039604,1,52714.0,1.146554309850818,"177337P-177449P-176800P-177337P-C-177449P-C-177337P-C-178525P-179066P-180260P-180913P-181458P-C-180805P-C-181352P-181458P-C-181568P-182113P-182225P-183429P-183545P-183002P-183124P-183250P-C-184456P-183789P-183665P-183124P-C-183250P-C-183917P-183789P-C-183250P-C-183124P-C-183665P-C-184873P-184753P-183545P-C-183665P-C-183124P-C-183124P-C-183665P-C-183545P-C-184753P-C-184753P-C-185300P-184090P-183545P-C-184208P-183002P-C-182341P-182884P-183545P-C-184208P-C-184753P-C-185300P-C-185849P-186400P-186953P-188173P-187618P-187732P-186514P-185965P-184753P-C-184753P-C-183545P-C-183002P-C-183545P-C-184208P-C-184090P-C-184637P-184525P-183976P-C-183317P-C-182770P-182660P-181458P-C-182660P-C-183317P-C-182113P-C-182770P-C-182113P-C-182770P-C-181568P-C-181682P-182884P-C-183429P-C-183429P-C-184090P-C-183429P-C-183317P-C-182770P-C-182660P-C-182660P-C-182554P-C-182005P-180805P-C"
481,120377.0,99,95,6,103.88225099390849,1.2851264E7,57,14.560219778561036,1.0934973788832472,2076.206485221911,0.9405940594059405,16,46716.0,1.1625603712337682,"129025P-128537P-129025P-C-128537P-C-128053P-C-128537P-C-129429P-128740P-128053P-C-128945P-C-128053P-C-128258P-128465P-C-127573P-128053P-C-128740P-C-127850P-128537P-C-129025P-C-129517P-129320P-128434P-128932P-C-129125P-C-129818P-129320P-C-128629P-128826P-129025P-C-129716P-130210P-130409P-129517P-C-128629P-C-127940P-127253P-126373P-127058P-127253P-C-126373P-C-126373P-C-126180P-125306P-124816P-125306P-C-125989P-C-126485P-126674P-127552P-128434P-C-129125P-C-128629P-C-128434P-C-128434P-C-128434P-C-128241P-127745P-128241P-C-128050P-128241P-C-128434P-C-127745P-C-127940P-C-128137P-127649P-C-127165P-C-127165P-C-126685P-127165P-C-126482P-C-126964P-126482P-C-126482P-C-126004P-126890P-C-126416P-125530P-125060P-124594P-123921P-124805P-125480P-124594P-C-124132P-123674P-123005P-122125P-121249P-121040P-120377P-C"
482,659173.0,81,85,16,88.15432893255064,6.7722407E7,58,15.297058540778355,1.0371097521476547,6159.70421253194,0.8415841584158416,21,85883.0,1.2323304113754485,"681649P-682650P-C-680336P-680650P-679653P-678658P-C-677665P-678658P-C-680968P-679973P-678980P-681290P-C-681290P-C-679973P-C-678980P-C-678980P-C-679306P-C-677000P-677989P-C-677000P-C-676674P-C-674372P-672074P-C-672074P-C-670765P-671752P-670765P-C-669458P-C-669458P-C-669780P-669458P-C-668473P-668153P-667837P-666536P-667837P-C-668826P-C-671120P-670810P-C-670504P-669205P-C-669509P-C-667217P-666913P-665618P-C-664625P-665920P-665618P-C-665618P-C-665618P-C-667908P-668210P-C-668210P-C-668210P-C-669205P-C-668210P-C-668210P-C-670504P-C-669509P-C-668516P-666226P-664929P-664625P-C-664325P-662041P-659761P-659465P-659173P-C-660458P-662740P-663737P-663449P-665737P-C-667026P-664736P-663737P-C-663449P-C-663449P-C-664450P-C-666740P-669034P-669320P-671618P-C"
483,269986.0,99,97,4,102.91168824543135,2.8254509E7,51,18.973665961010276,1.060945239643622,4482.196888793137,0.9603960396039604,21,68614.0,1.1046955588041838,"288730P-287657P-287620P-287657P-C-287696P-288730P-C-288730P-C-287657P-C-287696P-C-287657P-C-286586P-286625P-287657P-C-287696P-C-286586P-C-285517P-C-284413P-283313P-283348P-284413P-C-284378P-285412P-284345P-284378P-C-283313P-C-283348P-C-282285P-281224P-280130P-280165P-281189P-280097P-279009P-277954P-C-278980P-279009P-C-279040P-277954P-C-276901P-277985P-279009P-C-279009P-C-280066P-280097P-C-279040P-C-277985P-C-277985P-C-278018P-C-278053P-278018P-C-276932P-275914P-276932P-C-276932P-C-276932P-C-278018P-C-276965P-275881P-276965P-C-278053P-C-279073P-279040P-C-277985P-C-279009P-C-277954P-C-277954P-C-277985P-C-276932P-C-277954P-C-279040P-C-280097P-C-279040P-C-279040P-C-277954P-C-277954P-C-276901P-C-276932P-C-276965P-C-275914P-C-277000P-278090P-277037P-278129P-278170P-277117P-277076P-275986P-274976P-273929P-272884P-273970P-275060P-274058P-273013P-271970P-270976P-269986P-C"
484,626425.0,68,87,14,92.91168824543138,6.4679508E7,57,21.95449840010015,1.0679504396026596,9882.26585941827,0.8613861386138614,26,90818.0,1.2398045333318233,"654965P-656725P-654965P-C-656578P-655112P-656578P-C-654965P-C-653501P-655112P-C-656578P-C-656433P-654677P-652925P-654677P-C-654677P-C-654536P-654677P-C-654677P-C-654820P-653209P-C-653209P-C-653209P-C-653209P-C-653354P-C-651892P-650434P-648980P-C-647377P-645929P-644485P-643045P-643204P-641609P-C-643204P-C-643365P-641933P-640505P-639081P-C-640672P-639250P-C-640841P-641012P-639594P-637832P-636418P-636245P-636074P-637661P-635905P-635738P-634153P-C-632570P-632737P-631156P-630989P-630824P-629245P-630989P-C-629410P-627668P-627833P-626425P-628000P-626425P-C-628000P-C-628169P-628000P-C-629746P-629577P-C-630989P-C-632570P-C-632570P-C-631156P-C-632570P-C-632570P-C-634153P-C-632405P-C-632405P-C-633825P-C-632405P-C-632570P-C-634320P-634153P-C-634153P-C-632737P-C-632737P-C-632737P-C-631325P-631496P-631325P-C-631325P-C"
485,788618.0,42,87,14,88.98275605729683,8.0756444E7,54,5.385164807134504,1.022790299509159,7140.951655255194,0.8613861386138614,2,92103.0,1.1873772442577593,"791765P-C-793621P-795402P-793700P-C-795481P-797185P-795325P-C-795325P-C-793469P-795325P-C-795325P-C-795325P-C-793469P-C-791765P-C-791765P-C-791765P-C-793544P-C-795325P-C-793544P-C-793621P-C-793700P-C-793700P-C-793700P-C-792002P-790308P-790393P-792257P-790569P-792346P-792257P-C-792170P-793864P-792002P-C-791921P-793700P-C-793700P-C-792002P-C-790308P-C-788618P-790308P-C-792170P-C-793864P-C-793781P-C-795645P-797345P-C-799049P-798970P-800836P-800917P-C-801000P-C-799298P-C-799298P-C-801085P-C-802961P-804665P-C-804665P-C-804580P-804665P-C-804752P-C-806458P-C-806458P-C-806545P-804841P-C-804841P-C-804932P-805025P-806818P-806913P-805217P-807109P-807010P-805120P-C-806913P-C-808805P-810505P-810602P-812304P-C-812209P-812116P-810410P-812304P-C-814010P-815720P-813826P-812116P-C"
486,510452.0,14,96,5,99.88225099390849,5.2084355E7,48,7.0710678118654755,1.04044011451988,2896.1998417547193,0.9504950495049505,6,89662.0,1.0946297038177906,"520402P-C-521605P-522810P-523220P-522013P-520808P-518810P-516816P-515617P-514420P-C-514420P-C-512434P-510452P-512434P-C-513225P-514018P-514420P-C-514420P-C-516410P-514420P-C-516410P-C-515213P-515617P-C-517609P-518810P-C-518810P-C-519220P-C-517226P-516816P-C-516410P-C-516008P-515213P-C-513225P-C-513225P-C-513225P-C-512825P-C-513620P-512429P-511240P-C-513226P-512836P-510850P-C-512836P-C-514025P-514417P-514813P-516008P-C-516008P-C-515610P-516409P-C-515216P-513226P-C-513620P-C-512429P-C-514417P-C-516409P-C-515216P-C-515216P-C-514826P-C-515216P-C-517210P-517604P-515610P-C-516008P-C-516410P-C-516410P-C-516816P-C-517226P-C-515236P-514826P-514420P-C-514826P-C-514037P-C-512840P-C-511645P-513629P-512434P-C-511645P-C-512434P-C-514420P-C-516410P-C-517609P-C-517205P-518404P-C-519605P-520402P-C-521201P-520801P-C-521604P"
487,251050.0,83,96,5,108.0538238691623,2.5761064E7,56,16.0,1.125560665303774,2133.8814674773776,0.9504950495049505,13,71759.0,1.1841836166216788,"260746P-259316P-257890P-257273P-258697P-258080P-256658P-258080P-C-256658P-C-256852P-256658P-C-256852P-C-256658P-C-255853P-255050P-C-256468P-255050P-C-254864P-254249P-254065P-254682P-255301P-256721P-C-256901P-256282P-256901P-C-257085P-256468P-C-257890P-C-258509P-258697P-C-258080P-C-257465P-256045P-257465P-C-256658P-C-257273P-C-258080P-C-257465P-C-256852P-C-256241P-255632P-254218P-C-252808P-252005P-252610P-252005P-C-253413P-252808P-C-253010P-252409P-252617P-253216P-254626P-C-256040P-255229P-256040P-C-255834P-257252P-255834P-C-255229P-C-256040P-C-255437P-255649P-255865P-C-257281P-255865P-C-255268P-254673P-253265P-252452P-251861P-253265P-C-254080P-253265P-C-252452P-C-251861P-C-252452P-C-251050P-252452P-C-252452P-C-252452P-C-253858P-C-252452P-C-252452P-C-252234P-252020P-251425P-252829P-C-253426P-253216P-C-253216P-C-253010P-C-252409P-C"
488,401050.0,97,94,7,95.32590180780446,4.1155707E7,44,5.385164807134504,1.0141053383808984,2525.8352815305607,0.9306930693069307,9,72939.0,1.0896238210262845,"407609P-408404P-410202P-408404P-C-406610P-406408P-406210P-C-406210P-C-405217P-405413P-404420P-404226P-405025P-406016P-406817P-C-406817P-C-407810P-408004P-408202P-407205P-408004P-C-407205P-C-407205P-C-407009P-408805P-408004P-C-407810P-C-408805P-C-408613P-409608P-409418P-409608P-C-407810P-C-408004P-C-407009P-C-406210P-C-405217P-C-405217P-C-406210P-C-404420P-C-406210P-C-406408P-C-404618P-405413P-C-404618P-C-404820P-405613P-404820P-C-404820P-C-404820P-C-405817P-407609P-C-407609P-C-409405P-409201P-410000P-411802P-C-412805P-411001P-412004P-411001P-C-411001P-C-410202P-C-410408P-409405P-C-409405P-C-409405P-C-409613P-407817P-408610P-407609P-C-407405P-408202P-C-409001P-410801P-411001P-C-410000P-C-409201P-C-410202P-C-411001P-C-411001P-C-410000P-C-410000P-C-409001P-C-409001P-C-409001P-C-409001P-C-407205P-C-406408P-C-405613P-C-404820P-C-403034P-C-401252P-401050P-402041P-C-401252P-C"
489,1256065.0,100,92,9,89.74011537017755,1.28231544E8,51,15.033296378372908,0.9754360366323647,6145.128071727994,0.9108910891089109,17,118154.0,1.0708591271724872,"1279717P-1282913P-C-1281410P-C-1279717P-C-1279909P-1279717P-C-1279717P-C-1279909P-C-1279909P-C-1278216P-1279717P-C-1281220P-1279529P-1276337P-1276153P-1275973P-1274290P-1275973P-C-1275973P-C-1274468P-1274290P-C-1275973P-C-1275797P-1274116P-1273946P-C-1270760P-1269253P-C-1267578P-1266073P-1269253P-C-1269085P-1270760P-C-1269253P-C-1267748P-1264570P-1261396P-C-1261396P-C-1264570P-C-1267748P-C-1267748P-C-1267748P-C-1267748P-C-1267922P-1266245P-1263069P-1264570P-C-1264570P-C-1264744P-1264570P-C-1264400P-1262897P-1262729P-1265905P-C-1265905P-C-1265905P-C-1265741P-1267412P-1268921P-1268761P-1267092P-C-1267092P-C-1270274P-C-1270274P-C-1268605P-C-1266938P-1265425P-1267092P-C-1268761P-C-1271945P-1270274P-C-1270120P-1268605P-C-1268761P-C-1270274P-C-1267092P-C-1267092P-C-1268761P-C-1267250P-C-1270432P-C-1270594P-1267412P-C-1264234P-1262729P-C-1261060P-1262565P-C-1259393P-1256225P-C-1256065P"
490,929125.0,80,93,8,97.39696961966992,9.5945603E7,58,25.96150997149434,1.047279243222257,15218.120444804,0.9207920792079208,31,126866.0,1.137367780273634,"979709P-980104P-C-980104P-C-979709P-C-977377P-978925P-978536P-978925P-C-976597P-974273P-971953P-C-969637P-C-969637P-C-967706P-965777P-963850P-965396P-963850P-C-962308P-960385P-960002P-C-960385P-C-960770P-958464P-960002P-C-960002P-C-960002P-C-958081P-959621P-957321P-955402P-955025P-957321P-C-955781P-957700P-957321P-C-955025P-C-953108P-952733P-951193P-948905P-C-948905P-C-946994P-944712P-942434P-C-942805P-C-940900P-938997P-937096P-938997P-C-940900P-C-942434P-C-944712P-C-946250P-944712P-C-942434P-C-940900P-C-943178P-941273P-C-939745P-C-939745P-C-939745P-C-939370P-937844P-935570P-935945P-934425P-C-934804P-933290P-931016P-929125P-930637P-932153P-934048P-933673P-935197P-937469P-935570P-C-933300P-931778P-933673P-C-933673P-C-935945P-C-935570P-C-937469P-C-935945P-C-934048P-C-931778P-C-931405P-C-931405P-C"
491,1236325.0,60,91,10,93.15432893255063,1.26014841E8,50,14.317821063276353,1.0236739443137433,6409.8583227458885,0.900990099009901,18,128856.0,1.1361655865460227,"1262020P-1261138P-C-1260260P-1262225P-1260260P-C-1257210P-C-1255249P-C-1254164P-1256125P-C-1258088P-1256125P-C-1256125P-C-1256125P-C-1255249P-C-1253290P-1254164P-C-1255042P-1253081P-C-1253961P-1252882P-1250921P-1252000P-C-1252882P-C-1251805P-C-1251805P-C-1250730P-1247696P-1246625P-1249657P-1248586P-C-1246625P-C-1244666P-1245556P-C-1247517P-1244489P-1241465P-1239508P-C-1239508P-C-1242530P-1244489P-C-1245385P-1242361P-1244322P-C-1243261P-1241300P-1243261P-C-1241300P-C-1241300P-C-1238282P-1236325P-1237225P-C-1240241P-1239341P-1240241P-C-1241300P-C-1238282P-C-1239341P-C-1240241P-C-1239341P-C-1240241P-C-1240241P-C-1241145P-C-1242053P-1245073P-1248097P-1249156P-1248250P-1247348P-1245385P-C-1246450P-1248413P-1246450P-C-1249480P-C-1247517P-C-1247517P-C-1246625P-C-1247517P-C-1244489P-C-1246450P-C-1247517P-C-1246625P-C-1243597P-C-1244489P-C-1244489P-C-1245385P-C-1244322P-C"
492,766186.0,100,93,8,104.0538238691623,7.9145555E7,53,19.1049731745428,1.1188583211737881,9411.151188076557,0.9207920792079208,26,114997.0,1.2151041982640065,"799153P-800725P-802301P-802100P-800122P-798345P-796769P-798345P-C-796769P-C-796769P-C-795197P-793629P-793834P-795605P-795812P-793834P-C-793834P-C-792272P-792065P-791860P-791657P-789890P-788328P-790298P-788740P-790298P-C-792065P-C-792065P-C-791860P-C-790298P-C-790093P-788533P-C-788533P-C-790093P-C-788328P-C-790298P-C-788740P-C-786977P-785009P-785216P-785009P-C-785009P-C-783250P-783457P-783666P-781700P-781493P-781700P-C-781493P-C-779945P-781909P-C-783877P-C-785636P-783666P-C-785636P-C-783666P-C-783877P-C-783877P-C-785636P-C-783666P-C-785425P-783457P-C-781493P-C-783457P-C-781700P-C-780154P-782120P-780154P-C-778192P-776441P-C-776650P-775112P-774901P-773154P-771200P-772945P-771409P-C-771200P-C-771409P-C-769457P-767925P-769666P-C-771200P-C-772945P-C-772738P-C-770788P-772738P-C-771200P-C-769666P-C-767925P-C-767716P-C-767716P-C-766186P"
493,462949.0,50,90,11,100.46803743153538,4.73686E7,55,9.219544457292887,1.1163115270170598,3224.901490308487,0.8910891089108911,11,81784.0,1.2527496025413671,"474448P-472522P-C-472804P-470882P-472804P-C-471985P-C-471701P-472804P-C-472522P-C-472804P-C-471701P-C-470882P-C-471168P-470882P-C-471701P-C-473625P-474448P-C-476378P-475273P-C-475273P-C-475273P-C-473345P-472244P-473069P-471970P-473069P-C-472797P-470873P-469778P-470605P-C-468685P-468953P-C-468130P-C-468404P-468682P-466768P-C-466490P-464580P-464306P-466216P-465946P-465680P-464857P-462949P-464857P-C-466769P-467594P-467332P-466245P-465989P-464906P-466820P-465737P-466820P-C-467905P-465989P-C-465737P-C-465737P-C-465737P-C-466570P-467653P-C-467905P-C-468161P-470081P-471172P-472005P-C-471172P-C-469250P-C-469512P-C-469250P-C-470081P-C-470081P-C-468161P-C-468161P-C-467905P-C-466820P-C-468738P-467905P-C-465989P-C-465160P-465418P-464593P-463508P-C-463770P-465680P-C-466769P-C-465680P-C-465418P-C-465418P-C"
494,747773.0,100,93,8,99.39696961966992,7.682787E7,52,12.083045973594572,1.0687846195663433,4706.088079234054,0.9207920792079208,16,100920.0,1.1607230814645233,"764685P-765544P-764685P-C-765353P-762973P-C-762973P-C-765353P-C-764685P-C-765544P-C-765544P-C-767930P-767268P-C-765745P-765089P-C-762705P-760325P-761842P-762500P-761641P-760784P-760122P-761641P-C-761641P-C-760784P-C-760784P-C-759929P-759076P-758410P-757557P-758225P-759076P-C-759076P-C-757557P-C-756040P-C-756040P-C-756706P-755857P-758225P-C-758225P-C-756706P-C-759076P-C-757557P-C-758410P-C-760784P-C-761641P-C-761641P-C-762305P-761450P-763828P-764685P-C-765544P-C-764685P-C-765353P-C-765353P-C-766025P-766701P-767381P-765850P-764321P-C-764321P-C-765172P-762794P-765172P-C-765850P-C-765172P-C-765172P-C-765850P-C-765850P-C-764321P-C-764321P-C-763645P-764321P-C-762794P-C-760420P-761098P-759573P-757205P-756362P-754841P-756362P-C-754841P-C-752481P-751805P-752648P-753322P-752481P-C-754841P-C-755521P-754682P-754000P-752481P-C-753161P-752324P-751642P-750125P-747773P"
495,1090690.0,55,91,10,103.4680374315354,1.11242145E8,48,18.681541692269406,1.1370114003465428,6718.540454491829,0.900990099009901,22,130973.0,1.2619577080769322,"1116757P-1113925P-C-1114877P-1113925P-C-1114877P-C-1115833P-1113005P-1114898P-C-1112072P-1113034P-1110212P-1109285P-1108360P-1106469P-1107437P-1108360P-C-1111178P-1108360P-C-1105546P-1104625P-1103657P-C-1104580P-1105546P-C-1106516P-1107490P-1106573P-C-1107553P-1104745P-1102852P-C-1104745P-C-1102852P-C-1102852P-C-1105658P-1102852P-C-1105658P-C-1104745P-C-1103834P-1101032P-1099141P-1098161P-C-1097252P-1096345P-1095365P-1097252P-C-1094458P-1093480P-1094458P-C-1092573P-1091597P-1090690P-1093480P-C-1096274P-1098161P-C-1097185P-1098161P-C-1099072P-1100050P-C-1097252P-C-1095365P-C-1096345P-C-1096345P-C-1096345P-C-1096345P-C-1095440P-C-1098234P-1099141P-C-1100050P-C-1101032P-C-1099141P-C-1101941P-C-1101032P-C-1098234P-C-1097329P-1095440P-C-1094458P-C-1096345P-C-1097329P-C-1095440P-C-1093553P-1092573P-C-1093553P-C-1095440P-C-1096345P-C-1096345P-C-1094458P-C-1094458P-C-1095440P-C-1094458P-C-1094458P-C-1095365P-C-1094389P-1095300P"
496,530825.0,3,93,8,103.0538238691623,5.4595931E7,58,2.8284271247461903,1.1081056330017451,4659.40030748272,0.9207920792079208,2,104112.0,1.203426547668562,"532189P-532820P-532138P-530825P-532138P-C-532773P-C-532773P-C-530825P-C-531505P-533453P-532773P-C-534725P-533410P-534725P-C-534049P-535364P-533410P-C-534725P-C-535405P-536089P-536777P-536146P-535517P-537469P-539425P-540121P-C-538165P-540121P-C-541450P-540821P-C-542152P-544114P-544820P-544193P-546157P-C-546786P-C-547417P-546713P-544745P-544114P-C-546080P-548050P-546713P-C-544745P-C-544114P-C-544114P-C-542152P-C-542152P-C-544114P-C-544114P-C-544820P-C-543485P-C-543485P-C-541525P-543485P-C-543485P-C-542152P-C-542858P-541525P-C-540194P-538865P-540821P-C-540121P-C-538794P-538165P-C-536213P-537538P-C-538865P-C-539492P-538794P-C-538100P-537410P-539368P-540693P-542657P-544625P-543986P-C-545956P-545317P-544680P-544045P-543349P-545317P-C-545317P-C-546013P-544680P-C-545378P-543412P-544745P-C-544045P-C-544045P-C-542714P-544045P-C"
497,278365.0,96,95,6,99.39696961966992,2.8519244E7,44,4.47213595499958,1.0462838907333676,1698.6205376159517,0.9405940594059405,4,60534.0,1.1123649785691594,"280481P-281332P-279850P-281332P-C-281965P-280481P-C-281332P-C-281114P-280265P-281749P-281965P-C-281749P-C-281965P-C-281965P-C-282818P-282185P-282818P-C-282600P-283453P-284308P-284090P-C-284308P-C-283673P-282818P-C-282818P-C-284308P-C-284945P-285584P-286225P-284729P-285370P-283876P-283025P-282817P-282176P-282817P-C-283025P-C-283666P-284309P-283666P-C-283460P-C-283460P-C-283666P-C-283666P-C-283666P-C-283876P-C-283666P-C-282176P-C-282817P-C-282817P-C-282817P-C-283460P-C-284105P-285601P-284105P-C-283460P-C-282613P-C-284105P-C-284309P-C-284105P-C-284752P-283905P-283258P-281768P-281570P-280729P-280925P-281125P-281970P-282613P-C-282613P-C-283460P-C-282817P-C-282613P-C-281125P-C-281329P-281125P-C-281125P-C-281970P-C-281329P-C-280690P-C-280690P-C-281329P-C-279845P-281329P-C-282817P-C-281329P-C-280690P-C-279845P-C-279641P-C-279845P-C-278365P-278573P-C-278573P-C-278573P-C"
498,949433.0,92,90,11,95.74011537017755,9.7642948E7,59,20.518284528683193,1.0637790596686394,12016.696939147665,0.8910891089108911,27,117308.0,1.1937965002948063,"987880P-987029P-986180P-984385P-C-981745P-C-982693P-980900P-979954P-979109P-981745P-C-982592P-985234P-986180P-C-985333P-986285P-983645P-981009P-C-981850P-980057P-977425P-978266P-979216P-978266P-C-978266P-C-977320P-C-977320P-C-974690P-975533P-C-973748P-972810P-974593P-973657P-974593P-C-975440P-C-974593P-C-972810P-C-971029P-C-968405P-969341P-967562P-C-967562P-C-965785P-C-963169P-960557P-959720P-958885P-961493P-958885P-C-958885P-C-957949P-958786P-957949P-C-958885P-C-958885P-C-958885P-C-957114P-957949P-C-955345P-956281P-955450P-953681P-951914P-952852P-951914P-C-952745P-953578P-956180P-957949P-C-958885P-C-957114P-C-955345P-C-955345P-C-956281P-C-954512P-C-955450P-C-956392P-957221P-958052P-955450P-C-954621P-952025P-951200P-949433P-952025P-C-950258P-C-952025P-C-952025P-C-952025P-C-952852P-C-951914P-C"
499,555901.0,99,96,5,104.63961030678921,5.8184692E7,73,28.635642126552707,1.089995940695721,11769.303137947743,0.9504950495049505,38,96901.0,1.1467665626069565,"597329P-595984P-596745P-597508P-595402P-593300P-591961P-592541P-591961P-C-589865P-589289P-590624P-590050P-589480P-588914P-589480P-C-588914P-C-588352P-587025P-587794P-C-588565P-589892P-590450P-C-589681P-591781P-589681P-C-587585P-C-586820P-584730P-584168P-C-584168P-C-582082P-582845P-580761P-578681P-577364P-576810P-C-576260P-574949P-575497P-576049P-C-574736P-573425P-572666P-573425P-C-573977P-C-573220P-575290P-573977P-C-572666P-C-571909P-572465P-C-571909P-C-572465P-C-573025P-573778P-572465P-C-571154P-C-569092P-567034P-564980P-566285P-568341P-568901P-570212P-568154P-566845P-566285P-C-567592P-568154P-C-566100P-C-564793P-563488P-562185P-561629P-560884P-560330P-C-561077P-559780P-559234P-558485P-557941P-C-559234P-C-559234P-C-559985P-558692P-557941P-C-555901P-557192P"
500,30290.0,75,96,5,104.81118318204301,3151637.0,44,6.0,1.0917831581462814,531.6749567004205,0.9504950495049505,10,25128.0,1.1486468642997336,"32282P-C-32500P-32161P-31824P-31705P-31370P-30920P-30706P-30496P-30825P-31156P-31489P-31277P-31610P-32068P-31610P-C-31824P-C-31824P-C-32161P-C-32161P-C-32042P-31588P-31810P-C-32149P-32490P-32036P-31697P-31360P-31025P-30692P-30914P-31140P-30914P-C-30581P-30472P-30805P-30914P-C-30692P-C-30692P-C-30692P-C-31138P-30920P-C-31037P-31156P-C-30706P-C-30377P-30825P-C-31156P-C-31610P-C-31610P-C-31733P-31945P-31610P-C-31489P-C-31156P-C-31489P-C-31705P-C-31705P-C-31370P-C-31370P-C-31370P-C-31370P-C-31037P-C-31489P-C-31277P-C-31277P-C-30825P-C-30946P-30740P-30413P-30865P-31069P-30617P-30290P-30496P-C-30496P-C-30825P-C-30496P-C-30706P-C-30589P-31037P-C-31156P-C-30946P-C-30825P-C-30496P-C-30706P-C-31156P-C-30706P-C-30496P-C-30946P-C-31156P-C-30825P-C-31037P-C-30589P-C-30706P-C-31037P-C-31253P-31138P-C-31360P-C"
